manufactureName|name|url|imagesrcURL
Oppo|Reno3|https://www.gsmarena.com/oppo_reno3-10125.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-lte-r.jpg
Oppo|Find X2 Pro|https://www.gsmarena.com/oppo_find_x2_pro-9529.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x2-pro.jpg
Oppo|Find X2|https://www.gsmarena.com/oppo_find_x2-10048.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x2.jpg
Oppo|Watch|https://www.gsmarena.com/oppo_watch-10115.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-watch.jpg
Oppo|Reno3 Pro|https://www.gsmarena.com/oppo_reno3_pro-10053.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-pro-.jpg
Oppo|A31|https://www.gsmarena.com/oppo_a31-10083.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a31-01.jpg
Oppo|F15|https://www.gsmarena.com/oppo_f15-10009.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-f15-cph2001.jpg
Oppo|Reno3 Pro 5G|https://www.gsmarena.com/oppo_reno3_pro_5g-9992.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-pro-5g-.jpg
Oppo|Reno3 Youth|https://www.gsmarena.com/oppo_reno3_youth-10077.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-vitality-edition-pclm50.jpg
Oppo|Reno3 5G|https://www.gsmarena.com/oppo_reno3_5g-9942.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-.jpg
Oppo|A91|https://www.gsmarena.com/oppo_a91-10000.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a91.jpg
Oppo|A8|https://www.gsmarena.com/oppo_a8-10002.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a8-.jpg
Oppo|A11|https://www.gsmarena.com/oppo_a11-9901.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a5-2020.jpg
Oppo|K5|https://www.gsmarena.com/oppo_k5-9907.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-k5.jpg
Oppo|Reno Ace|https://www.gsmarena.com/oppo_reno_ace-9894.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-ace.jpg
Oppo|Reno A|https://www.gsmarena.com/oppo_reno_a-9808.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-a.jpg
Oppo|A5 (2020)|https://www.gsmarena.com/oppo_a5_(2020)-9883.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a5-2020.jpg
Oppo|A9 (2020)|https://www.gsmarena.com/oppo_a9_(2020)-9819.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a9-2020-.jpg
Oppo|Reno2|https://www.gsmarena.com/oppo_reno2-9798.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno2.jpg
Oppo|Reno2 F|https://www.gsmarena.com/oppo_reno2_f-9810.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-2f.jpg
Oppo|Reno2 Z|https://www.gsmarena.com/oppo_reno2_z-9809.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno2z-2f.jpg
Oppo|Reno Z|https://www.gsmarena.com/oppo_reno_z-9702.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-z.jpg
Oppo|K3|https://www.gsmarena.com/oppo_k3-9699.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-k3.jpg
Oppo|A9x|https://www.gsmarena.com/oppo_a9x-9706.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a9.jpg
Oppo|A9|https://www.gsmarena.com/oppo_a9-9677.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a9.jpg
Oppo|Reno 5G|https://www.gsmarena.com/oppo_reno_5g-9676.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-10x-zoom.jpg
Oppo|Reno 10x zoom|https://www.gsmarena.com/oppo_reno_10x_zoom-9654.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-10x-zoom.jpg
Oppo|Reno|https://www.gsmarena.com/oppo_reno-9631.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-reno1.jpg
Oppo|A1k|https://www.gsmarena.com/oppo_a1k-9673.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a1k.jpg
Oppo|A7n|https://www.gsmarena.com/oppo_a7n-9653.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a7n.jpg
Oppo|A5s (AX5s)|https://www.gsmarena.com/oppo_a5s_(ax5s)-9626.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-a5s-r.jpg
Oppo|F11|https://www.gsmarena.com/oppo_f11-9617.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-f11-.jpg
Oppo|F11 Pro|https://www.gsmarena.com/oppo_f11_pro-9566.php|https://fdn2.gsmarena.com/vv/bigpic/oppo-f11-pro-.jpg
Realme|X3|https://www.gsmarena.com/realme_x3-10198.php|https://fdn2.gsmarena.com/vv/bigpic/realme-x3.jpg
Realme|C3i|https://www.gsmarena.com/realme_c3i-10310.php|https://fdn2.gsmarena.com/vv/bigpic/realme-c3-2020.jpg
Realme|Narzo|https://www.gsmarena.com/realme_narzo-10309.php|https://fdn2.gsmarena.com/vv/bigpic/realme-narzo-indonesia.jpg
